loadRes_time,srh_time,text
1930,267
1540,257
1199,113
1048,75
1054,43
1017,150
1012,249
1022,258
1071,603
1032,257
1003,453
1020,300
1040,60
1045,56
1026,32
1008,123
1071,60
999,224
999,387
1072,217
996,239
1000,178
1077,206
1045,50
1076,215
1007,292
978,467
1000,158
1037,224
1011,185
1011,150
1064,333
1031,113
1022,237
997,179
1044,52
1000,199
1044,530
1005,249
1062,212
1009,177
1022,218
1045,206
1027,808
1041,61
1024,65
1048,64
1013,32
1003,63
1049,188
1032,34
1030,55
1072,321
1023,527
1034,83
1047,224
997,62
1069,222
1042,76
1023,225
1039,230
1092,195
1060,401
1023,51
1030,341
1016,106
1063,427
1040,443
1077,49
1050,541
998,441
1012,189
1072,250
1043,422
1036,386
1036,55
1057,228
1025,418
986,54
1051,309
1050,98
1061,198
1050,467
1047,228
1033,50
1041,209
1000,201
1041,61
1049,21
971,157
1010,213
1046,52
1066,243
1002,56
1015,222
1079,202
1052,244
1005,96
1027,193
1018,199
1081,196
995,428
1027,280
1032,454
1024,223
1011,140
1074,150
1078,62
1029,246
1033,122
1096,225
1066,299
1057,385
969,245
1068,60
1012,204
1005,82
1025,187
1024,133
1044,248
1039,182
1026,221
1054,250
1003,212
1005,216
1018,210
1137,56
972,50
1018,205
1044,283
1052,183
1018,224
1028,157
1009,226
1047,207
1004,129
1030,250
1022,236
1020,233
1025,369
1018,285
1036,79
1031,151
998,77
1003,48
1023,483
1062,93
999,361
1026,70
1034,237
1030,202
1047,203
1014,37
1025,317
1018,376
996,493
1037,193
1054,330
1037,274
997,154
1044,624
1021,73
1031,209
1031,487
1029,420
1016,311
970,211
1055,247
1059,101
976,53
1013,246
1018,139
1159,242
988,238
1274,49
1508,492
1103,190
1244,562
1090,80
1056,211
1046,247
1079,225
1065,212
1027,338
1015,85
1013,73
1056,202
1018,193
997,228
1029,352
1030,219
1008,272
1026,112
1006,81
1037,416
1022,376
1059,230
1062,87
1021,46
1007,118
1058,86
1065,206
1033,205
1017,70
1042,266
1046,194
1014,310
1016,225
1028,172
1033,215
1017,218
1022,308
1072,395
1043,97
995,242
1032,204
1047,378
1008,52
1044,200
1060,199
1074,199
1028,118
992,408
1058,67
1091,206
1009,483
1015,117
1030,236
1058,36
1026,19
1036,181
1032,21
1032,89
1006,20
1071,202
1054,53
1040,464
1009,122
1018,58
990,411
1024,64
1015,424
1017,281
1028,53
1059,93
1005,79
1046,177
1053,87
1045,176
991,262
1057,246
1046,40
1089,92
1014,216
1013,207
1071,238
999,691
1049,57
1022,224
1057,219
1006,19
1019,399
1057,77
1018,246
1030,56
1059,78
1057,203
1031,186
1006,42
1015,194
1025,301
1031,57
1015,127
1015,93
1018,243
1034,55
993,193
1009,458
1031,43
1052,308
1017,222
1027,99
1043,464
1027,189
1025,203
1100,303
1067,165
1080,332
1048,126
1089,108
1049,218
1005,240
1037,530
1045,75
1003,65
1030,247
1017,56
1021,214
1029,307
1012,82
1049,142
1037,181
1016,415
1005,256
1203,555
1035,84
1017,252
1005,61
1030,183
1055,280
1004,170
1053,195
1082,434
1023,451
1002,58
1008,517
1037,59
1029,238
1024,220
1077,130
1032,516
1016,17
1037,479
1051,458
1017,209
1036,55
1041,524
995,132
1061,76
1039,440
1059,164
1065,108
1090,204
1041,493
1079,72
1024,209
1030,520
2091,245
2018,411
1280,105
1610,337
1317,531
2006,457
1812,758
1889,331
1364,242
1353,399
1908,345
1977,345
1798,663
1353,448
1218,548
2013,470
1744,346
1717,516
1670,732
1267,273
1562,220
1239,119
1313,481
2033,916
1300,181
2160,617
2087,256
1282,648
1574,281
1376,217
1187,68
1242,894
2734,273
1158,144
1244,882
1169,248
1166,503
1226,227
1174,41
1092,528
1212,326
1296,372
1188,295
1192,168
1104,73
1224,102
1122,416
1342,268
1254,71
1274,558
1296,104
1269,209
1297,252
1208,605
1265,481
1146,212
1115,242
1128,20
1298,217
1219,536
1214,134
1345,211
1264,40
1421,228
1265,19
1255,111
1213,160
1352,68
1159,268
1258,230
1223,113
1314,185
1164,346
1390,66
1243,47
1237,158
1186,109
1368,655
1214,240
1072,50
1066,240
1066,503
1026,115
1018,535
1024,118
1020,63
1006,208
1094,77
1008,208
1051,81
1051,195
1033,315
1045,49
1057,55
1052,321
1065,326
1071,63
1036,37
1016,198
1034,106
1043,157
1042,19
1001,275
1102,54
1046,248
1088,328
1043,154
1045,207
1047,223
1022,462
1059,111
1031,225
1018,65
1019,70
1070,118
1006,399
1030,197
1038,498
1029,64
1038,69
1030,353
1029,387
1091,255
1055,488
1025,226
1056,135
1056,79
1013,229
1025,275
1045,384
1018,76
1037,414
1033,224
1041,87
1029,70
1024,189
1000,22
1013,367
1027,117
1026,193
1065,126
1063,211
1045,136
1091,104
1029,22
1027,68
1007,255
1027,71
1031,283
1019,69
1009,33
1037,194
1079,133
1024,247
1003,345
1029,232
1073,88
1062,202
1043,197
1047,336
1057,355
1056,94
1050,215
1059,461
1073,49
1052,248
1047,498
1044,122
1049,90
1047,594
1021,259
1059,495
1012,18
1031,270
1054,236
1015,149
1029,248
1044,214
1047,206
1001,569
1053,40
1025,302
1026,265
1035,123
1023,228
980,81
1051,393
1034,50
1022,148
1013,143
1025,162
1015,193
1028,225
1019,51
1036,83
1016,220
1036,198
1047,236
1014,487
1049,265
1029,195
1061,206
1026,284
1005,189
1003,73
1050,158
1000,161
1085,47
1017,200
1111,58
1050,85
1033,250
1008,189
1057,380
1056,417
1062,253
1094,306
1027,413
1101,228
1014,206
1045,52
991,236
1014,121
1007,454
1058,223
1043,500
1010,192
1023,52
997,212
999,108
1024,212
1054,83
1028,85
1031,271
1039,52
1009,364
1024,45
1072,91
1041,307
1067,189
1053,72
1026,71
1010,230
1054,52
1023,239
1063,463
1025,71
1078,257
1029,186
1030,96
1010,265
1062,89
1025,132
1053,112
1024,530
1044,325
1042,364
1036,268
1061,53
1019,235
1062,207
1036,204
1078,221
1050,120
1051,232
1031,39
1046,108
1003,26
1124,203
1045,66
1032,468
1039,747
1024,210
1066,242
1031,209
1057,19
1049,174
1107,291
1014,174
1018,204
1062,238
1043,657
1038,197
1069,193
1009,68
1045,60
1032,239
1050,193
1056,195
997,542
1033,253
1040,298
1080,92
998,222
1007,104
1086,219
1025,441
1033,117
1031,248
1059,69
1005,201
1030,93
1047,36
1039,58
1039,58
1042,202
1013,457
1050,203
1028,161
1010,73
1018,284
1073,186
1020,47
1039,35
1036,143
1039,209
1032,216
996,51
1036,488
1030,236
1005,574
1034,108
1040,482
1012,71
1037,123
1043,269
1018,192
985,207
1002,507
1035,339
1019,231
1020,211
1022,203
1030,201
1022,90
1003,325
1024,241
1031,308
1020,119
1029,193
1103,438
1074,181
1004,278
1032,361
1054,231
1040,520
1021,249
1044,369
1038,228
1022,178
1026,228
1021,84
1033,597
1011,334
1027,19
1062,210
984,93
1029,34
1039,219
1045,490
1038,121
1018,241
1052,373
1057,314
1024,488
1021,121
1094,60
1061,240
1025,263
1046,219
1017,236
1049,253
1048,54
1014,519
1040,43
1058,210
1059,68
1062,174
1029,235
1022,52
1032,67
1040,18
1052,58
1036,167
966,319
1078,143
1046,238
1111,89
1033,438
1056,240
1047,199
1030,367
1062,90
1078,229
990,694
995,242
1055,22
1048,114
1017,171
1048,56
1021,84
1044,48
1035,123
1017,35
1078,235
1061,21
1047,220
1030,481
1017,97
1070,41
1012,46
1053,180
1049,226
1078,252
1014,187
1024,49
1004,217
1056,540
996,229
1039,224
1048,238
1034,200
1030,210
1044,604
1074,238
1013,459
1055,107
1049,290
1030,246
1046,227
1081,399
1066,239
1026,102
1038,189
1030,31
1067,223
1031,44
1021,456
1019,254
1045,217
1013,128
1040,43
1072,301
1074,239
1024,228
1040,358
1046,326
1008,261
1015,272
1064,189
1030,214
1011,218
1072,21
1024,60
1044,256
1013,222
1043,157
1017,54
1047,107
1018,74
1035,119
1008,296
1026,588
1007,239
1017,451
1102,116
1015,220
1002,236
1010,65
1020,59
1052,189
987,225
1037,128
1057,227
1030,67
963,83
1023,243
1039,202
1031,87
1039,388
1031,239
1041,167
1015,324
1034,212
1058,99
1035,187
1018,48
1053,204
1072,127
1026,128
1036,453
987,59
1025,221
1024,256
984,243
1023,34
1044,74
1056,240
1030,319
1032,99
1083,491
1040,42
999,568
1048,446
1064,51
1013,306
1018,241
1027,41
1034,64
1060,178
1037,218
1039,316
1052,406
1040,221
1055,216
1042,160
1033,78
1031,200
1013,193
1059,182
1091,280
1008,58
983,311
1022,143
1032,70
1077,67
1053,66
1030,100
1017,206
1045,56
1032,157
1037,207
1042,203
1063,242
1087,219
1029,200
1043,102
1046,215
1032,169
998,63
1029,463
1058,46
1076,128
1044,76
1019,162
1087,518
1117,101
1041,176
1030,285
1034,39
1032,489
1076,158
1023,73
1032,102
1032,187
1010,222
1029,173
1053,224
1045,188
1029,453
1031,54
1076,273
997,193
1012,273
1049,186
1081,54
1015,397
1034,234
1079,219
1027,236
1014,203
1051,73
1075,239
1009,87
1042,179
1065,448
1071,140
1005,297
1040,79
1024,122
1050,218
1012,183
1079,55
1059,880
1012,261
1017,200
1064,531
1051,41
1003,179
1113,236
1017,54
1037,51
1041,194
1036,51
1048,274
1074,254
1037,50
1096,113
1022,151
1086,203
1017,195
1073,277
1035,54
1052,56
1018,91
1037,221
1037,194
1075,236
1017,187
1121,351
1110,216
1054,245
1027,241
1038,197
1045,210
1029,50
1053,200
1032,216
1050,186
1032,59
1102,371
1024,545
1026,23
995,174
1070,184
1055,363
1038,304
1064,183
1033,242
1045,373
1017,237
1062,50
1041,538
992,218
1040,240
1039,251
1059,192
1016,245
1000,525
1033,249
1015,45
993,166
1071,95
1076,106
1029,214
1027,19
1031,228
1029,224
1036,45
1026,101
1049,202
1056,306
1047,74
1019,315
1070,190
1031,252
1021,183
1048,63
1119,182
1091,194
1042,36
1024,299
1024,109
