Â¼Òô,ÒµÎñ,Â¼Òô,±ê×¢
537,map,english/dzdm/X5/X5-11-DZ/F012/F012_201.wav,take me to the nearest beijing
538,traffic,english/dzdm/X5/X5-11-DZ/F012/F012_016.wav,is there a traffic jam on shenzhen street
539,news,english/dzdm/X5/X5-11-DZ/F012/F012_008.wav,i want to read some entertainment news
540,map,english/dzdm/X5/X5-13-DZ/F016/F016_195.wav,so ho nearby
541,cmd,english/dzdm/X5/X5-11-DZ/F011/F011_035.wav,back to the main interface
542,telephone,english/dzdm/X5/X5-18-DZ/M016/M016_117.wav,dial nine five five five nine
543,traffic,english/dzdm/X5/X5-20-DZ/M019/M019_020.wav,how is the traffic at the intersection of area one main fourth road and shenzhen street
544,traffic,english/dzdm/X5/X5-12-DZ/F013/F013_023.wav,chongqing south street's traffic
545,map,english/dzdm/X5/X5-15-DZ/F019/F019_207.wav,craft and gift shop nearby
546,telephone,english/dzdm/X5/X5-19-DZ/M018/M018_131.wav,i want to show the call history
547,scheduled_destination,english/dzdm/X5/X5-20-DZ/M019/M019_003.wav,i want to check my agenda on wednesday
548,map,english/dzdm/X5/X5-12-DZ/F014/F014_168.wav,navigate to the crossroad between chongqing third ring expressway and suzhou bridge
549,telephone,english/dzdm/X5/X5-18-DZ/M016/M016_143.wav,please help me ring one three five eight five five eight zero eight five nine
550,wether,english/dzdm/X5/X5-17-DZ/M014/M014_044.wav,check nanjing's weather
551,help,english/dzdm/X5/X5-18-DZ/M016/M016_029.wav,could you show me how to use the traffic
552,telephone,english/dzdm/X5/X5-17-DZ/M014/M014_112.wav,help me to make a phone call to james green
553,map,english/dzdm/X5/X5-15-DZ/F020/F020_169.wav,where is the nearest general hospital
554,telephone,english/dzdm/X5/X5-15-DZ/F019/F019_115.wav,ring sarah smith
555,cmd,english/dzdm/X5/X5-19-DZ/M017/M017_041.wav,call the sixth number
556,radio,english/dzdm/X5/X5-18-DZ/M016/M016_066.wav,turn on the radio station fm eighty eight point five
557,wether,english/dzdm/X5/X5-19-DZ/M018/M018_055.wav,is there rain in chongqing on september fifteenth
558,telephone,english/dzdm/X5/X5-19-DZ/M017/M017_127.wav,call nokia careline's china unicom number
559,scheduled_destination,english/dzdm/X5/X5-20-DZ/M020/M020_010.wav,scheduled destination
560,map,english/dzdm/X5/X5-17-DZ/M013/M013_176.wav,drive me to west ring road south ten
561,map,english/dzdm/X5/X5-13-DZ/F016/F016_151.wav,any chinese restaurant nearby
562,map,english/dzdm/X5/X5-16-DZ/M011/M011_163.wav,start to guide
563,radio,english/dzdm/X5/X5-15-DZ/F019/F019_072.wav,would you mind going to fm ninety three
564,wether,english/dzdm/X5/X5-19-DZ/M018/M018_057.wav,is it raining in shanghai
565,radio,english/dzdm/X5/X5-15-DZ/F019/F019_075.wav,would you mind going to one zero three point seven
566,map,english/dzdm/X5/X5-11-DZ/F011/F011_200.wav,how do i get to shanghai volkswagen technology center east gate
567,traffic,english/dzdm/X5/X5-16-DZ/M012/M012_016.wav,is there a traffic jam on shenzhen street
568,telephone,english/dzdm/X5/X5-16-DZ/M012/M012_141.wav,ring up manoj ananta immediately
569,traffic,english/dzdm/X5/X5-13-DZ/F015/F015_019.wav,check the traffic around my way home
570,telephone,english/dzdm/X5/X5-13-DZ/F016/F016_121.wav,could you help me call four o o six o o six six five five
571,map,english/dzdm/X5/X5-20-DZ/M019/M019_149.wav,where is the nearest accommodation
572,map,english/dzdm/X5/X5-18-DZ/M015/M015_203.wav,take me home
573,map,english/dzdm/X5/X5-17-DZ/M013/M013_153.wav,where is the nearest embassy of the united states in china visa office
574,wether,english/dzdm/X5/X5-13-DZ/F015/F015_056.wav,what s the temperature in shenzhen now
575,cmd,english/dzdm/X5/X5-13-DZ/F015/F015_037.wav,choose the second line
576,traffic,english/dzdm/X5/X5-17-DZ/M013/M013_016.wav,is there a traffic jam on middle street second alley
577,radio,english/dzdm/X5/X5-20-DZ/M020/M020_070.wav,fm nine four
578,telephone,english/dzdm/X5/X5-11-DZ/F012/F012_135.wav,dial kitty
579,wether,english/dzdm/X5/X5-16-DZ/M011/M011_050.wav,what s the weather like on november fourth
580,help,english/dzdm/X5/X5-11-DZ/F011/F011_033.wav,instructions for media
581,news,english/dzdm/X5/X5-13-DZ/F016/F016_008.wav,i want to read some news about politics news
582,wether,english/dzdm/X5/X5-18-DZ/M016/M016_049.wav,can you tell me the weather in guangzhou february eleventh
583,map,english/dzdm/X5/X5-20-DZ/M020/M020_210.wav,ktv nearby
584,help,english/dzdm/X5/X5-18-DZ/M016/M016_031.wav,could you show me how to use the voice
585,map,english/dzdm/X5/X5-19-DZ/M018/M018_214.wav,where is the closest hilton hotel group
586,map,english/dzdm/X5/X5-20-DZ/M020/M020_160.wav,the nearest art gallery
587,map,english/dzdm/X5/X5-19-DZ/M018/M018_200.wav,go to the nearest chongqing
588,map,english/dzdm/X5/X5-19-DZ/M018/M018_182.wav,take me to the nearest united hotel
589,help,english/dzdm/X5/X5-14-DZ/F018/F018_030.wav,can you tell me how to use the voice function
590,help,english/dzdm/X5/X5-20-DZ/M020/M020_031.wav,help me
591,map,english/dzdm/X5/X5-19-DZ/M018/M018_172.wav,i want to drive to the seven star
592,telephone,english/dzdm/X5/X5-19-DZ/M017/M017_112.wav,i wanna call one five three nine seven three eight four three three four
593,map,english/dzdm/X5/X5-15-DZ/F020/F020_218.wav,i want to get some food near china welfare lottery
594,map,english/dzdm/X5/X5-20-DZ/M020/M020_198.wav,the nearest cinema
595,news,english/dzdm/X5/X5-15-DZ/F020/F020_014.wav,what s the latest headline today
596,radio,english/dzdm/X5/X5-16-DZ/M012/M012_066.wav,i want to hear am nine hundred and sixty three
597,news,english/dzdm/X5/X5-14-DZ/F018/F018_007.wav,i want to check some news about international news
598,scheduled_destination,english/dzdm/X5/X5-12-DZ/F014/F014_003.wav,i want to check agenda on july twenty fifth
599,meida,english/dzdm/X5/X5-16-DZ/M012/M012_099.wav,listen to ipod
600,radio,english/dzdm/X5/X5-20-DZ/M019/M019_067.wav,would you mind turning the radio to eighty eight point seven
601,map,english/dzdm/X5/X5-18-DZ/M016/M016_161.wav,help me locate the position of the nearest general hospital
602,telephone,english/dzdm/X5/X5-13-DZ/F016/F016_119.wav,phone number is one two three four five
603,map,english/dzdm/X5/X5-11-DZ/F011/F011_178.wav,take me to shenyang
604,map,english/dzdm/X5/X5-12-DZ/F014/F014_207.wav,i want to drive to the intersection between west ring road and seventh branch road
605,map,english/dzdm/X5/X5-12-DZ/F014/F014_212.wav,navigate to the intersection of chongqing middle road side road and chengdu road east first section
606,map,english/dzdm/X5/X5-19-DZ/M018/M018_160.wav,go to block d wanda plaza
607,wether,english/dzdm/X5/X5-15-DZ/F019/F019_046.wav,what s the weather like in chongqing on tuesday
608,meida,english/dzdm/X5/X5-11-DZ/F012/F012_090.wav,open bt media source
609,map,english/dzdm/X5/X5-13-DZ/F016/F016_198.wav,i want to find a brt near shanghai huangpu people's court
610,traffic,english/dzdm/X5/X5-13-DZ/F016/F016_023.wav,tell me the traffic around home
611,news,english/dzdm/X5/X5-16-DZ/M012/M012_013.wav,i want to view some international news
612,map,english/dzdm/X5/X5-14-DZ/F017/F017_174.wav,show me the skii near company
613,radio,english/dzdm/X5/X5-14-DZ/F017/F017_075.wav,play the radio to fm one hundred and two point five
614,telephone,english/dzdm/X5/X5-13-DZ/F016/F016_144.wav,please help me ring one three six five one four zero eight nine seven two
615,telephone,english/dzdm/X5/X5-13-DZ/F015/F015_129.wav,could you please call edwards
616,news,english/dzdm/X5/X5-12-DZ/F014/F014_011.wav,i want to check some social news
617,map,english/dzdm/X5/X5-14-DZ/F017/F017_211.wav,i want to find north west flavor snack
618,scheduled_destination,english/dzdm/X5/X5-19-DZ/M018/M018_005.wav,i want to check my agenda on saturday
619,map,english/dzdm/X5/X5-11-DZ/F012/F012_186.wav,i want to drive to the north america office park
620,cmd,english/dzdm/X5/X5-16-DZ/M011/M011_039.wav,choose the first
621,map,english/dzdm/X5/X5-18-DZ/M016/M016_198.wav,i want to find a brt near shanghai huangpu people's court
622,map,english/dzdm/X5/X5-14-DZ/F017/F017_188.wav,i want to go to spring garden
623,map,english/dzdm/X5/X5-14-DZ/F017/F017_183.wav,take me to block d wanda plaza
624,telephone,english/dzdm/X5/X5-19-DZ/M017/M017_113.wav,call love me's number starting with one eight nine
625,map,english/dzdm/X5/X5-17-DZ/M014/M014_159.wav,navigate to the intersection of guangzhou road and tianjin north road east first alley
626,news,english/dzdm/X5/X5-12-DZ/F013/F013_014.wav,i want to check some comprehensive news
627,map,english/dzdm/X5/X5-12-DZ/F014/F014_173.wav,navigate to the intersection between suzhou north alley and beijing middle road first alley
628,meida,english/dzdm/X5/X5-11-DZ/F011/F011_103.wav,open ipod media source
629,traffic,english/dzdm/X5/X5-12-DZ/F013/F013_020.wav,area one main fourth road's traffic
630,wether,english/dzdm/X5/X5-12-DZ/F014/F014_048.wav,is there rain in guangzhou
631,radio,english/dzdm/X5/X5-20-DZ/M020/M020_076.wav,frequency seven zero two
632,news,english/dzdm/X5/X5-19-DZ/M018/M018_011.wav,i want to check some news about society news
633,telephone,english/dzdm/X5/X5-14-DZ/F018/F018_123.wav,i want to check the call records
634,radio,english/dzdm/X5/X5-19-DZ/M018/M018_083.wav,switch the radio to nine one point nine
635,help,english/dzdm/X5/X5-17-DZ/M014/M014_029.wav,can you tell me how to use the traffic
636,traffic,english/dzdm/X5/X5-18-DZ/M016/M016_015.wav,is there traffic along the route
637,telephone,english/dzdm/X5/X5-11-DZ/F012/F012_134.wav,dial kiel
638,radio,english/dzdm/X5/X5-20-DZ/M019/M019_079.wav,could you go to am nine one eight
639,telephone,english/dzdm/X5/X5-16-DZ/M011/M011_137.wav,i would like to give daddy a call
640,map,english/dzdm/X5/X5-11-DZ/F012/F012_149.wav,navigate to post and telecommunication industry products quality supervision and inspection center
641,map,english/dzdm/X5/X5-17-DZ/M014/M014_190.wav,i want to go to the intersection of beijing ring road and tianjin north road east first alley
642,map,english/dzdm/X5/X5-11-DZ/F012/F012_199.wav,take me to the nearest palace museum
643,map,english/dzdm/X5/X5-18-DZ/M015/M015_189.wav,navigate to my office
644,map,english/dzdm/X5/X5-18-DZ/M015/M015_145.wav,drive me to the intersection between area one main fourth road and shenzhen street
645,meida,english/dzdm/X5/X5-20-DZ/M020/M020_092.wav,play victoria acosta's could this be love in usb
646,meida,english/dzdm/X5/X5-18-DZ/M015/M015_101.wav,are there any songs by jacky cheung
647,news,english/dzdm/X5/X5-15-DZ/F019/F019_011.wav,what s new in today's economy news
648,map,english/dzdm/X5/X5-13-DZ/F016/F016_170.wav,tell me which is the nearest ktv
649,telephone,english/dzdm/X5/X5-18-DZ/M015/M015_114.wav,connect to bell
650,wether,english/dzdm/X5/X5-12-DZ/F013/F013_047.wav,excuse me what s the weather like in chongqing
651,map,english/dzdm/X5/X5-20-DZ/M020/M020_176.wav,any local delicacy and popular restaurant nearby
652,map,english/dzdm/X5/X5-13-DZ/F016/F016_182.wav,which parking lot nearby has a vacancy
653,wether,english/dzdm/X5/X5-16-DZ/M012/M012_049.wav,will it snow july twenty fifth
654,telephone,english/dzdm/X5/X5-16-DZ/M011/M011_134.wav,i want to give chase a call
655,cmd,english/dzdm/X5/X5-15-DZ/F019/F019_038.wav,sixth line
656,radio,english/dzdm/X5/X5-13-DZ/F015/F015_069.wav,please switch to fm eighty nine point nine
657,map,english/dzdm/X5/X5-14-DZ/F018/F018_209.wav,where is the nearest people's square southwest gate
658,news,english/dzdm/X5/X5-18-DZ/M015/M015_009.wav,i want to read some news about comprehensive news
659,cmd,english/dzdm/X5/X5-20-DZ/M019/M019_035.wav,fifth line
660,telephone,english/dzdm/X5/X5-18-DZ/M015/M015_142.wav,francis
661,traffic,english/dzdm/X5/X5-13-DZ/F016/F016_018.wav,check the traffic around my home
662,telephone,english/dzdm/X5/X5-12-DZ/F013/F013_109.wav,please make a phone call to mohsin
663,traffic,english/dzdm/X5/X5-17-DZ/M013/M013_021.wav,number one road's traffic
664,help,english/dzdm/X5/X5-16-DZ/M011/M011_027.wav,how to use the music
665,traffic,english/dzdm/X5/X5-11-DZ/F011/F011_017.wav,how is the traffic around destination
666,telephone,english/dzdm/X5/X5-17-DZ/M013/M013_111.wav,please make a call to niki
667,cmd,english/dzdm/X5/X5-12-DZ/F014/F014_037.wav,the sixth line
668,telephone,english/dzdm/X5/X5-20-DZ/M020/M020_144.wav,i wanna call elijah leslie right now
669,radio,english/dzdm/X5/X5-15-DZ/F019/F019_078.wav,could you go to am nine zero nine
670,meida,english/dzdm/X5/X5-18-DZ/M015/M015_099.wav,are there any songs by jay chou
671,map,english/dzdm/X5/X5-15-DZ/F020/F020_176.wav,any local delicacy and popular restaurant nearby
672,radio,english/dzdm/X5/X5-17-DZ/M014/M014_071.wav,i wanna to hear the radio station fm eighty nine
673,map,english/dzdm/X5/X5-19-DZ/M018/M018_171.wav,i want to drive to the right way real estate
674,scheduled_destination,english/dzdm/X5/X5-12-DZ/F014/F014_004.wav,i want to check schedule on june thirteenth
675,wether,english/dzdm/X5/X5-12-DZ/F014/F014_055.wav,is it raining in hangzhou
676,map,english/dzdm/X5/X5-16-DZ/M012/M012_170.wav,i want to get to third space homeland parking lot
677,telephone,english/dzdm/X5/X5-19-DZ/M017/M017_115.wav,call mamam's number starting with one eight nine
678,wether,english/dzdm/X5/X5-15-DZ/F019/F019_052.wav,what s the weather like in beijing on march eighteenth
679,help,english/dzdm/X5/X5-15-DZ/F019/F019_033.wav,could you show me how to use the telephone function
680,cmd,english/dzdm/X5/X5-15-DZ/F019/F019_036.wav,fifth one
681,wether,english/dzdm/X5/X5-13-DZ/F016/F016_049.wav,can you tell me the weather in guangzhou february eleventh
682,map,english/dzdm/X5/X5-13-DZ/F016/F016_205.wav,i want to get some coffee near research institute of tv and electro acoustics
683,wether,english/dzdm/X5/X5-19-DZ/M017/M017_048.wav,what is the low temperature in nanjing
684,help,english/dzdm/X5/X5-12-DZ/F014/F014_029.wav,can you tell me how to use the traffic
685,radio,english/dzdm/X5/X5-16-DZ/M012/M012_078.wav,i want to listen to the radio station fm one zero three point seven
686,meida,english/dzdm/X5/X5-19-DZ/M018/M018_099.wav,i want to hear the this is us
687,telephone,english/dzdm/X5/X5-14-DZ/F017/F017_142.wav,help me redial
688,wether,english/dzdm/X5/X5-19-DZ/M018/M018_062.wav,what s the weather like in chengdu next week
689,help,english/dzdm/X5/X5-15-DZ/F019/F019_030.wav,can you tell me how to use the telephone function
690,meida,english/dzdm/X5/X5-16-DZ/M011/M011_086.wav,open usb media source please
691,radio,english/dzdm/X5/X5-15-DZ/F019/F019_067.wav,would you mind turning the radio to eighty eight point seven
692,map,english/dzdm/X5/X5-16-DZ/M012/M012_178.wav,find tourism institute of beijing union university
693,telephone,english/dzdm/X5/X5-14-DZ/F018/F018_119.wav,i want to show the accepted calls
694,map,english/dzdm/X5/X5-16-DZ/M012/M012_188.wav,i want to drive to the green vision gallery
695,scheduled_destination,english/dzdm/X5/X5-16-DZ/M011/M011_002.wav,i want to check schedule tomorrow
696,telephone,english/dzdm/X5/X5-16-DZ/M011/M011_141.wav,i would like to give doge a call
697,wether,english/dzdm/X5/X5-14-DZ/F018/F018_052.wav,is there rain in chengdu on december second
698,news,english/dzdm/X5/X5-17-DZ/M014/M014_009.wav,i want to check some sports news
699,radio,english/dzdm/X5/X5-20-DZ/M019/M019_064.wav,would you mind turning the radio to am nine hundred and sixty three
700,telephone,english/dzdm/X5/X5-16-DZ/M012/M012_130.wav,please dial julian
701,map,english/dzdm/X5/X5-19-DZ/M017/M017_184.wav,take me to site tech hotel
702,map,english/dzdm/X5/X5-15-DZ/F020/F020_205.wav,where is the general hospital
703,cmd,english/dzdm/X5/X5-19-DZ/M017/M017_042.wav,call the last number
704,traffic,english/dzdm/X5/X5-15-DZ/F019/F019_022.wav,how is the traffic at the intersection of west ring road and chongqing third ring expressway
705,map,english/dzdm/X5/X5-19-DZ/M018/M018_173.wav,i want to drive to the yangzhou restaurant
706,map,english/dzdm/X5/X5-14-DZ/F018/F018_194.wav,the nearest the palace museum
707,map,english/dzdm/X5/X5-18-DZ/M015/M015_174.wav,i want to drive to the intersection between wuhan road east section and beijing lady's street
708,map,english/dzdm/X5/X5-11-DZ/F011/F011_187.wav,i want to go to site tech plaza south gate
709,map,english/dzdm/X5/X5-17-DZ/M014/M014_176.wav,navigate to the crossroad between beijing middle road first alley and middle street second alley
710,map,english/dzdm/X5/X5-18-DZ/M016/M016_178.wav,tell me which is the nearest parking lot
711,radio,english/dzdm/X5/X5-12-DZ/F013/F013_077.wav,i would like to listen to am seven one one
712,map,english/dzdm/X5/X5-13-DZ/F016/F016_181.wav,the nearest parking lot
713,cmd,english/dzdm/X5/X5-19-DZ/M017/M017_037.wav,call the second number
714,map,english/dzdm/X5/X5-16-DZ/M011/M011_173.wav,chongqing
715,help,english/dzdm/X5/X5-15-DZ/F019/F019_026.wav,could you show me how to use the voice function
716,traffic,english/dzdm/X5/X5-11-DZ/F012/F012_018.wav,is there a traffic jam on chongqing third ring expressway
717,map,english/dzdm/X5/X5-19-DZ/M017/M017_169.wav,show me the reebok near home
718,traffic,english/dzdm/X5/X5-15-DZ/F019/F019_021.wav,how's the traffic at the intersection of number one road and chongqing south street
719,meida,english/dzdm/X5/X5-11-DZ/F012/F012_100.wav,play the usb
720,news,english/dzdm/X5/X5-16-DZ/M011/M011_011.wav,i want to read some sports news
721,map,english/dzdm/X5/X5-12-DZ/F014/F014_199.wav,navigate to the intersection between nanjing road and south second road
722,map,english/dzdm/X5/X5-19-DZ/M017/M017_202.wav,how do i get to united hotel
723,telephone,english/dzdm/X5/X5-12-DZ/F013/F013_135.wav,i would like to call betty
724,map,english/dzdm/X5/X5-19-DZ/M017/M017_152.wav,i want to get some food near korean fast food restaurant
725,map,english/dzdm/X5/X5-16-DZ/M011/M011_170.wav,navigate to guangzhou
726,cmd,english/dzdm/X5/X5-20-DZ/M019/M019_038.wav,sixth line
727,map,english/dzdm/X5/X5-13-DZ/F015/F015_174.wav,i want to drive to the intersection between wuhan road east section and beijing lady's street
728,meida,english/dzdm/X5/X5-13-DZ/F016/F016_098.wav,play the song by bon jovi in usb
729,map,english/dzdm/X5/X5-13-DZ/F016/F016_188.wav,where is the public toilets
730,meida,english/dzdm/X5/X5-12-DZ/F013/F013_086.wav,play song from a secret garden
731,help,english/dzdm/X5/X5-19-DZ/M017/M017_024.wav,could you show me how to use the telephone
732,cmd,english/dzdm/X5/X5-12-DZ/F013/F013_035.wav,choose the first one
733,news,english/dzdm/X5/X5-20-DZ/M019/M019_008.wav,what s new in today's national news
734,scheduled_destination,english/dzdm/X5/X5-15-DZ/F020/F020_009.wav,open scheduled destination
735,,english/dzdm/X5/X5-11-DZ/F011/F011_025.wav,how to use the navigation
736,help,english/dzdm/X5/X5-15-DZ/F020/F020_029.wav,what functions do you have
737,radio,english/dzdm/X5/X5-15-DZ/F020/F020_073.wav,am eight eight eight
738,telephone,english/dzdm/X5/X5-14-DZ/F018/F018_126.wav,check the call history
739,wether,english/dzdm/X5/X5-13-DZ/F016/F016_051.wav,what is the weather like in tianjin now
740,map,english/dzdm/X5/X5-17-DZ/M014/M014_208.wav,i want to drive to the intersection of beijing road and beijing ring road
741,map,english/dzdm/X5/X5-12-DZ/F014/F014_201.wav,navigate to the intersection of beijing east road and beijing middle road
742,map,english/dzdm/X5/X5-20-DZ/M019/M019_166.wav,where is the automobile
743,map,english/dzdm/X5/X5-17-DZ/M013/M013_193.wav,how do i go to back street east road three four
744,telephone,english/dzdm/X5/X5-12-DZ/F013/F013_122.wav,make a call to shiv kumar
745,telephone,english/dzdm/X5/X5-13-DZ/F015/F015_117.wav,connect to bass
746,map,english/dzdm/X5/X5-14-DZ/F017/F017_170.wav,show me the honda near home
747,cmd,english/dzdm/X5/X5-14-DZ/F018/F018_039.wav,third line
748,map,english/dzdm/X5/X5-13-DZ/F016/F016_212.wav,i want to grab some coffee near old beijing tradition clay oven rolls
749,map,english/dzdm/X5/X5-11-DZ/F011/F011_176.wav,wuhan
750,wether,english/dzdm/X5/X5-15-DZ/F019/F019_058.wav,how's the weather in wuhan tomorrow
751,help,english/dzdm/X5/X5-16-DZ/M011/M011_030.wav,how to use the agenda
752,cmd,english/dzdm/X5/X5-16-DZ/M011/M011_041.wav,the third
753,telephone,english/dzdm/X5/X5-18-DZ/M016/M016_109.wav,call four o o eight one o five eight five eight
754,telephone,english/dzdm/X5/X5-20-DZ/M019/M019_143.wav,give iverson a call back
755,meida,english/dzdm/X5/X5-16-DZ/M011/M011_102.wav,open ipod media source please
756,radio,english/dzdm/X5/X5-14-DZ/F017/F017_067.wav,turn the radio to nine hundred and ninety nine
757,map,english/dzdm/X5/X5-19-DZ/M017/M017_158.wav,i want to find the google along the route
758,map,english/dzdm/X5/X5-15-DZ/F020/F020_211.wav,library nearby
759,telephone,english/dzdm/X5/X5-18-DZ/M015/M015_109.wav,help me call raul please
760,traffic,english/dzdm/X5/X5-12-DZ/F013/F013_015.wav,is there a traffic jam on beijing middle road first alley
761,radio,english/dzdm/X5/X5-12-DZ/F014/F014_068.wav,i wanna to hear am nine hundred and eighty one
762,map,english/dzdm/X5/X5-18-DZ/M016/M016_173.wav,the nearest lodging
763,scheduled_destination,english/dzdm/X5/X5-11-DZ/F011/F011_006.wav,i need to check schedule today
764,telephone,english/dzdm/X5/X5-11-DZ/F012/F012_124.wav,ring jason
765,map,english/dzdm/X5/X5-13-DZ/F015/F015_207.wav,cancel
766,map,english/dzdm/X5/X5-16-DZ/M012/M012_162.wav,i want to go to seven star
767,telephone,english/dzdm/X5/X5-20-DZ/M020/M020_123.wav,can you call ricky
768,telephone,english/dzdm/X5/X5-19-DZ/M017/M017_110.wav,i would also like to call one four five two four one nine seven two three four
769,radio,english/dzdm/X5/X5-12-DZ/F013/F013_081.wav,i would like to listen to the radio station fm eighty nine point five
770,map,english/dzdm/X5/X5-18-DZ/M015/M015_178.wav,drive me to the intersection between suzhou north alley and beijing middle road first alley
771,telephone,english/dzdm/X5/X5-12-DZ/F013/F013_134.wav,i would like to call jack
772,map,english/dzdm/X5/X5-13-DZ/F016/F016_148.wav,where is the nearest gas station
773,map,english/dzdm/X5/X5-14-DZ/F018/F018_188.wav,the nearest china women's university
774,cmd,english/dzdm/X5/X5-13-DZ/F015/F015_042.wav,choose the last line
775,meida,english/dzdm/X5/X5-11-DZ/F011/F011_087.wav,open usb media source
776,map,english/dzdm/X5/X5-12-DZ/F014/F014_210.wav,navigate to the intersection between guangzhou road and tianjin north street
777,help,english/dzdm/X5/X5-17-DZ/M013/M013_030.wav,instructions about agenda
778,map,english/dzdm/X5/X5-19-DZ/M018/M018_180.wav,i want to drive to sunny new trunk
779,map,english/dzdm/X5/X5-17-DZ/M013/M013_174.wav,navigate to south ring road two
780,telephone,english/dzdm/X5/X5-15-DZ/F020/F020_130.wav,could you call wafer
781,telephone,english/dzdm/X5/X5-14-DZ/F017/F017_141.wav,help me redial back
782,map,english/dzdm/X5/X5-20-DZ/M020/M020_196.wav,the nearest chinese restaurant
783,telephone,english/dzdm/X5/X5-13-DZ/F016/F016_126.wav,please help me dial o five five one six two two o six one one o
784,radio,english/dzdm/X5/X5-13-DZ/F015/F015_071.wav,please switch to one hundred and six point four
785,help,english/dzdm/X5/X5-16-DZ/M012/M012_030.wav,instructions for agenda
786,traffic,english/dzdm/X5/X5-15-DZ/F019/F019_015.wav,how is the traffic at the intersection of south suzhou road and south suzhou road
787,meida,english/dzdm/X5/X5-13-DZ/F015/F015_096.wav,are there any songs by taylor swift
788,map,english/dzdm/X5/X5-17-DZ/M014/M014_210.wav,navigate to the intersection between guangzhou road and tianjin north street
789,telephone,english/dzdm/X5/X5-19-DZ/M017/M017_133.wav,help me call back
790,map,english/dzdm/X5/X5-20-DZ/M020/M020_195.wav,the nearest car rental
791,map,english/dzdm/X5/X5-14-DZ/F018/F018_214.wav,where is the closest hilton hotel group
792,news,english/dzdm/X5/X5-13-DZ/F015/F015_007.wav,i want to check some technology news
793,telephone,english/dzdm/X5/X5-13-DZ/F016/F016_129.wav,please dial the number nine five five one six
794,radio,english/dzdm/X5/X5-19-DZ/M018/M018_078.wav,switch the radio to am eight hundred and ninety one
795,map,english/dzdm/X5/X5-13-DZ/F016/F016_161.wav,help me locate the position of the nearest general hospital
796,telephone,english/dzdm/X5/X5-17-DZ/M013/M013_114.wav,please make a call to philip
797,telephone,english/dzdm/X5/X5-11-DZ/F012/F012_136.wav,dial laura
798,wether,english/dzdm/X5/X5-14-DZ/F018/F018_044.wav,is there rain in shenyang this week
799,map,english/dzdm/X5/X5-19-DZ/M018/M018_161.wav,find site tech hotel
800,meida,english/dzdm/X5/X5-13-DZ/F016/F016_094.wav,listen to nightwish's i want my tears back
