用户说法,user_data
帮我导航到生产资料公司,返回|主界面|通知栏|路线偏好|距离最短|2小时12分钟|133公里|红绿灯22个|收费40元|时间最短|2小时3分钟|151公里|方案3|2小时10分钟|168公里|开始导航|缩小图面|放大图面|仅供测试
选择平阳县供合农业生产资料有限公司,返回|主界面|通知栏|晨业生产资料商店|温州市西街32号|虹桥生产资料市场建强路|温州市虹桥镇生资市场8幢13号|虹桥生产资料市场虹桥路|温州市乐清市|永嘉县岩头镇供销生产资料门市部|温州市永嘉县|农业生产资料有限公司朝阳新村经营部|温州市文成县
选择距离最近的,返回|主界面|通知栏|平阳县华锋农业机械服务有限公司|温州市兴良路8号|温州浙龙农业科技有限公司|温州市平阳县|温州金亮电子有限公司生产车间|温州金亮电子有限公司生产车间东南门
换条线路,返回|主界面|通知栏|平阳县华锋农业机械服务有限公司|距离37|地址温州市兴良路8号
导航开始吧,返回|主界面|通知栏|平阳县华锋农业机械服务有限公司|距离37|地址温州市兴良路8号
前往永基花园,返回|主界面|通知栏|加载中
就是永宏科技孵化园,返回|主界面|通知栏|永吉发缘工作室|温州市望河路55|花园|温州市泰顺县|温州市瑞安市|康欣花园|温州市塘下镇邵宅村|临河花园
选择距离最近的,返回|主界面|通知栏|永吉发缘工作室|温州市望河路55|花园|温州市泰顺县|温州市瑞安市|康欣花园|温州市塘下镇邵宅村|临河花园
下一条,返回|主界面|通知栏|得月花园|距离700|地址温州市坦前1
可以导航了,返回|主界面|通知栏|得月花园|距离700|地址温州市坦前1
我想去连云港市东海县平明镇,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
去平明镇条河卫生室,返回|主界面|通知栏|平明镇|距离1883|地址连云港市东海县
选择最便宜的路线,返回|主界面|通知栏|昆明镇兴旺村卫生室|昆明市晋宁县|昆明度假区大河卫生室|昆明市呈贡区|昆明度假区大河卫生室东南门|金星卫生室|昆明市盘龙区|云山卫生室
开始导航,返回|主界面|通知栏|昆明镇兴旺村卫生室|昆明市晋宁县|昆明度假区大河卫生室|昆明市呈贡区|昆明度假区大河卫生室东南门|金星卫生室|昆明市盘龙区|云山卫生室
导航到剑川,返回|主界面|通知栏|路线偏好|时间最短|8小时37分钟|743公里|红绿灯13个|收费430元|拥堵较少|8小时48分钟|732公里|开始导航|设置车牌避开南京市外地车限行|缩小图面|放大图面|仅供测试
就是景德路1号的剑川宾馆,返回|主界面|通知栏|剑川县|距离98|地址大理白族自治州云南省大理白族自治州剑川县214
帮我搜索剑川宾馆附近的如家酒店,返回|主界面|通知栏|剑川县|距离98|地址大理白族自治州云南省大理白族自治州剑川县214
选择价格最低的,返回|主界面|通知栏|剑川县|距离98|地址大理白族自治州云南省大理白族自治州剑川县214
导航,返回|主界面|通知栏|剑川县|距离98|地址大理白族自治州云南省大理白族自治州剑川县214
带我去唐家乡,返回|主界面|通知栏|加载中
去唐家乡客运站,返回|主界面|通知栏|恩施家乡菜|温州市瑞安市|修水家乡菜|温州市城东市场路28|家乡韵茶业|温州市丽景花苑8幢3334号|家乡平价超市|美人琼温州家乡酒|温州市乐清市
走路况好的线路,返回|主界面|通知栏|家乡韵茶业|温州市丽景花苑8幢3334号|家乡客江滨西路|温州市鹿城区
导航开始吧,返回|主界面|通知栏|家乡韵茶业|温州市丽景花苑8幢3334号|家乡客江滨西路|温州市鹿城区
我要去恩施市半湾酒店,返回|主界面|通知栏|路线偏好|距离最短|1天4小时|2369公里|红绿灯9个|收费1350元|方案2|1天5小时|2460公里|方案3|1天9小时|2770公里|开始导航|设置车牌避开武汉市外地车限行|缩小图面|放大图面|仅供测试
位于航空大道60号的恩施半湾酒店,返回|主界面|通知栏|温州锐思特汽车连锁酒店西站店|鹿城区鹿城路139号旅游集散中心对面|详情下拉图片|温州伯特利商务宾馆|鹿城区鹿城路229号|温州众豪连锁酒店水心店|马鞍池西路308号|速8酒店温州将军桥店|鹿城区将军桥路19号|温州皇都宾馆|雪山路勤奋小区3号楼
搜索恩施半湾酒店附近的加油站,返回|主界面|通知栏|温州锐思特汽车连锁酒店西站店|鹿城区鹿城路139号旅游集散中心对面|详情下拉图片|温州伯特利商务宾馆|鹿城区鹿城路229号|温州众豪连锁酒店水心店|马鞍池西路308号|速8酒店温州将军桥店|鹿城区将军桥路19号|温州皇都宾馆|雪山路勤奋小区3号楼
选择距离最近的,返回|主界面|通知栏|加油站航空大道|恩施土家族苗族自治州恩施市|中心加油站凤天路|一碗水加油站|恩施土家族苗族自治州土司路55号|土桥加油站|恩施土家族苗族自治州舞阳大道352号|加油站舞阳大道
可以导航了,返回|主界面|通知栏|土桥坝加油站|距离1112|地址恩施土家族苗族自治州土桥大道144号
帮我导航到大梅沙,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
位于盐葵路大梅沙段148号的大梅沙海滨公园,返回|主界面|通知栏|大梅沙海滨公园|距离127|地址深圳市盐田区
我要走绕过高速的,返回|主界面|通知栏|大梅沙海滨公园|距离127|地址深圳市盐田区
不要这条，换,返回|主界面|通知栏|大梅沙海滨公园|距离127|地址深圳市盐田区
开始导航,返回|主界面|通知栏|大梅沙海滨公园|距离127|地址深圳市盐田区
前往西藏,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
就是小昭寺路20号的西藏风景区,返回|主界面|通知栏|西藏自治区|拉萨市西藏自治区拉萨市城关区太阳岛一路10|西藏风景区|拉萨市小昭寺路
搜素西藏风景区附近的酒店,返回|主界面|通知栏|西藏风景区|距离2876|地址拉萨市小昭寺路
选择价格最低的,返回|主界面|通知栏|西藏风景区|距离2876|地址拉萨市小昭寺路
导航,返回|主界面|通知栏|西藏风景区|距离2876|地址拉萨市小昭寺路
我想去火车站西站,返回|主界面|通知栏|加载中
去醪桥火车站,返回|主界面|通知栏|开通宾馆火车站店|吉安市铁建路1号|绝味鸭脖火车站店|吉安市青原区|火车票代售点恩江镇塘仔角社区卫生服务站西|吉安市永丰县|开通宾馆火车站店停车场|99旅馆吉安火车站店|吉安市文天祥大道17
选择红绿灯最少的路线,返回|主界面|通知栏|醪桥站|距离25|地址吉安市吉水县
导航开始吧,返回|主界面|通知栏|醪桥站|距离25|地址吉安市吉水县
导航到东桥乡,返回|主界面|通知栏|加载中
我想去东岩乡学校,返回|主界面|通知栏|黄桥乡|温州市泰顺县|联东桥|温州市平阳县|旭东桥|东桥|温州市苍南县|兴东桥
搜索东岩乡学校附近的加油站,返回|主界面|通知栏|东岩乡中心学校|温州市瑞安市|瑞安市东岩乡学校|东岩乡|东岩乡卫生院|东岩乡人民政府|温州市东岩乡东坑村
选择距离近的,返回|主界面|通知栏|玉壶加油站|温州市文成县|文成城关加油站|加油站龙翔街|温州市瑞安市
可以导航了,返回|主界面|通知栏|玉壶加油站|温州市文成县|文成城关加油站|加油站龙翔街|温州市瑞安市
带我去清风联通公司,返回|主界面|通知栏|路线偏好|推荐|7小时16分钟|649公里|红绿灯9个|收费325元|开始导航|设置车牌避开南昌市外地车限行|缩小图面|放大图面|仅供测试
位于胜利东路532的中国联通,返回|主界面|通知栏|中国联通濮阳县分公司|濮阳市濮阳县|中国联通濮阳市分公司人民路|濮阳市人民路239|中国联通濮阳市分公司开州中路|濮阳市开州中路6|鑫联通讯|濮阳市福润大道90|中国联通|濮阳市清丰县
我要走最近的路线,返回|主界面|通知栏|中国联通濮阳县分公司|濮阳市濮阳县|中国联通濮阳市分公司人民路|濮阳市人民路239|中国联通濮阳市分公司开州中路|濮阳市开州中路6|中国联通|濮阳市清丰县|中国联通清丰县古城乡委员会北
开始导航,返回|主界面|通知栏|中国联通濮阳县分公司|濮阳市濮阳县|中国联通濮阳市分公司人民路|濮阳市人民路239|中国联通濮阳市分公司开州中路|濮阳市开州中路6|中国联通|濮阳市清丰县|中国联通清丰县古城乡委员会北
我要去成都市,返回|主界面|通知栏|路线偏好|推荐|7小时16分钟|649公里|红绿灯9个|收费325元|开始导航|设置车牌避开南昌市外地车限行|缩小图面|放大图面|仅供测试
就是成都市\人民东路86号的成都市,返回|主界面|通知栏|成都市|距离1634|地址成都市四川省成都市青羊区人民东路86号
搜索沿途有加油站的路线,返回|主界面|通知栏|成都市|成都市四川省成都市青羊区人民东路86号|成都市体工队|成都市御风二路16|成都市华龙汽配|成都市双流区|成都市安靖针织厂|成都市民靖巷32号
导航,返回|主界面|通知栏|水心加油站过境路辅路|温州市鹿城区|加油站西山东路|温州市瓯海区|广化加油站|吴桥加油站|温州市吴桥路90弄3号|交运石油南站加油站|温州市飞霞南路918弄7
帮我导航到岚皋县政府,返回|主界面|通知栏|路线偏好|推荐|7小时16分钟|649公里|红绿灯9个|收费325元|开始导航|设置车牌避开南昌市外地车限行|缩小图面|放大图面|仅供测试
地点在老东街附近的岚皋县政府,返回|主界面|通知栏|岚皋县人民政府|安康市老东街1|岚皋县人民政府教育督导室|安康市岚皋县|堰门镇人民政府|安康市堰门乡人民政府|佐龙镇人民政府|安康市佐龙镇北正街155|蔺河镇人民政府
走耗时最短的路线,返回|主界面|通知栏|岚皋县人民政府|安康市老东街1|岚皋县人民政府教育督导室|安康市岚皋县|堰门镇人民政府|安康市堰门乡人民政府|佐龙镇人民政府|安康市佐龙镇北正街155|蔺河镇人民政府
导航开始吧,返回|主界面|通知栏|岚皋县人民政府|安康市老东街1|岚皋县人民政府教育督导室|安康市岚皋县|堰门镇人民政府|安康市堰门乡人民政府|佐龙镇人民政府|安康市佐龙镇北正街155|蔺河镇人民政府
前往重庆沙坪坝,返回|主界面|通知栏|路线偏好|推荐|7小时16分钟|649公里|红绿灯9个|收费325元|开始导航|设置车牌避开南昌市外地车限行|缩小图面|放大图面|仅供测试
就是凤天大道8号2楼的沙坪坝区,返回|主界面|通知栏|沙坪坝区|距离1453|地址重庆市重庆市沙坪坝区凤天大道8号2楼
搜索沙坪坝区附近的酒店,返回|主界面|通知栏|沙坪坝区|距离1453|地址重庆市重庆市沙坪坝区凤天大道8号2楼
选择价格最低的,返回|主界面|通知栏|沙坪坝区|距离1453|地址重庆市重庆市沙坪坝区凤天大道8号2楼
可以导航了,返回|主界面|通知栏|沙坪坝区|距离1453|地址重庆市重庆市沙坪坝区凤天大道8号2楼
我想去广汇新天地,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
去宝山路105的创想天地,返回|主界面|通知栏|瑶溪新天地|温州市南洋大道|新天地毛绒|温州市商贸城51326|新天地酒行|温州市苍南县|欧洲城生活新天地|温州市欧洲城区一楼前台|新天地鲜花行|温州市景山花木市场67号
搜索沿途有加油站的路线,返回|主界面|通知栏|瑶溪新天地|温州市南洋大道|新天地毛绒|温州市商贸城51326|新天地酒行|温州市苍南县|欧洲城生活新天地|温州市欧洲城区一楼前台|新天地鲜花行|温州市景山花木市场67号
开始导航,返回|主界面|通知栏|水心加油站过境路辅路|温州市鹿城区|加油站西山东路|温州市瓯海区|广化加油站|吴桥加油站|温州市吴桥路90弄3号|交运石油南站加油站|温州市飞霞南路918弄7
帮我导航到西湖,返回|主界面|通知栏|路线偏好|时间最短|14小时29分钟|1239公里|红绿灯18个|收费870元|拥堵较少|14小时36分钟|1278公里|收费较少|16小时14分钟|1416公里|开始导航|设置车牌避开重庆市外地车限行|缩小图面|放大图面|仅供测试
那就去西湖电子集团有限公司,返回|主界面|通知栏|西湖区|距离611|地址南昌市江西省南昌市西湖区抚生路369号7号楼
走路况好的线路,返回|主界面|通知栏|西湖电子集团有限公司|距离166|地址杭州市天目山路170176西湖数源软件园4层
导航,返回|主界面|通知栏|西湖电子集团有限公司|距离166|地址杭州市天目山路170176西湖数源软件园4层
我要去成都日月大道,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
妇女儿童中心医院,返回|主界面|通知栏|路线偏好|距离最短|5小时2分钟|414公里|红绿灯24个|收费225元|方案2|5小时4分钟|434公里|方案3|5小时13分钟|439公里|开始导航|设置车牌避开杭州市外地车限行|缩小图面|放大图面|仅供测试
不是急诊，是南门,返回|主界面|通知栏|路线偏好|距离最短|5小时2分钟|414公里|红绿灯24个|收费225元|方案2|5小时4分钟|434公里|方案3|5小时13分钟|439公里|开始导航|设置车牌避开杭州市外地车限行|缩小图面|放大图面|仅供测试
走耗时最短的路线,返回|主界面|通知栏|路线偏好|距离最短|5小时2分钟|414公里|红绿灯24个|收费225元|方案2|5小时4分钟|434公里|方案3|5小时13分钟|439公里|开始导航|设置车牌避开杭州市外地车限行|缩小图面|放大图面|仅供测试
导航吧,返回|主界面|通知栏|路线偏好|距离最短|5小时2分钟|414公里|红绿灯24个|收费225元|方案2|5小时4分钟|434公里|方案3|5小时13分钟|439公里|开始导航|设置车牌避开杭州市外地车限行|缩小图面|放大图面|仅供测试
我要去昌北经济开发区,返回|主界面|通知栏|路线偏好|距离最短|5小时2分钟|414公里|红绿灯24个|收费225元|方案2|5小时4分钟|434公里|方案3|5小时13分钟|439公里|开始导航|设置车牌避开杭州市外地车限行|缩小图面|放大图面|仅供测试
第三个,返回|主界面|通知栏|樟树市城北经济技术开发区|宜春市樟树市|冯田经济开发区派出所|宜春市奉新县|中共樟树市城北经济技术开发区委员会|宜春经济开发区宝利卫生所|宜春市袁州区|冯田经济开发区管理委员会
要路况好的路线,返回|主界面|通知栏|中共樟树市城北经济技术开发区委员会|距离40|地址宜春市樟树市
导航吧,返回|主界面|通知栏|中共樟树市城北经济技术开发区委员会|距离40|地址宜春市樟树市
我想去莘庄,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
庙泾路68号,返回|主界面|通知栏|翻身庄|西安市高陵区|博森装饰|西安市阎良区|联森装饰|陕西鸿森装饰有限公司|西安市高新路50号南洋国际7层|深装总装饰工程工业有限公司|西安市西华门1凯爱大厦座93室
就是莘庄水利大楼,返回|主界面|通知栏|翻身庄|西安市高陵区|博森装饰|西安市阎良区|联森装饰|陕西鸿森装饰有限公司|西安市高新路50号南洋国际7层|深装总装饰工程工业有限公司|西安市西华门1凯爱大厦座93室
开始导航,返回|主界面|通知栏|翻身庄|西安市高陵区|博森装饰|西安市阎良区|联森装饰|陕西鸿森装饰有限公司|西安市高新路50号南洋国际7层|深装总装饰工程工业有限公司|西安市西华门1凯爱大厦座93室
帮我导航到天波杨府,返回|主界面|通知栏|路线偏好|时间最短|5小时51分钟|530公里|红绿灯9个|收费275元|方案2|6小时47分钟|601公里|拥堵较少|7小时13分钟|651公里|开始导航|设置车牌避开南昌市外地车限行|缩小图面|放大图面|仅供测试
去龙亭北路,返回|主界面|通知栏|天波杨府|距离965|地址开封市开封市市辖区
选择天波杨府景区,返回|主界面|通知栏|龙亭北路|距离964|地址开封市龙亭区
导航吧,返回|主界面|通知栏|龙亭北路|距离964|地址开封市龙亭区
你帮我导航到金港中路,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
就在金港中路98,返回|主界面|通知栏|路线偏好|时间最短|5小时33分钟|510公里|红绿灯17个|收费250元|方案2|6小时24分钟|611公里|开始导航|连霍高速因施工封路已为您避开|缩小图面|放大图面|仅供测试
金港中路98附近有什么酒店,返回|主界面|通知栏|路线偏好|时间最短|5小时33分钟|510公里|红绿灯17个|收费250元|方案2|6小时24分钟|611公里|开始导航|连霍高速因施工封路已为您避开|缩小图面|放大图面|仅供测试
选择价位最高,返回|主界面|通知栏|路线偏好|时间最短|5小时33分钟|510公里|红绿灯17个|收费250元|方案2|6小时24分钟|611公里|开始导航|连霍高速因施工封路已为您避开|缩小图面|放大图面|仅供测试
导航,返回|主界面|通知栏|路线偏好|时间最短|5小时33分钟|510公里|红绿灯17个|收费250元|方案2|6小时24分钟|611公里|开始导航|连霍高速因施工封路已为您避开|缩小图面|放大图面|仅供测试
我要到武夷路涓,返回|主界面|通知栏|路线偏好|时间最短|5小时33分钟|510公里|红绿灯17个|收费250元|方案2|6小时24分钟|611公里|开始导航|连霍高速因施工封路已为您避开|缩小图面|放大图面|仅供测试
选择堡镇中路249号108室,返回|主界面|通知栏|路线偏好|时间最短|5小时33分钟|510公里|红绿灯17个|收费250元|方案2|6小时24分钟|611公里|开始导航|连霍高速因施工封路已为您避开|缩小图面|放大图面|仅供测试
走最短的路线,返回|主界面|通知栏|路线偏好|时间最短|5小时33分钟|510公里|红绿灯17个|收费250元|方案2|6小时24分钟|611公里|开始导航|连霍高速因施工封路已为您避开|缩小图面|放大图面|仅供测试
开始导航,返回|主界面|通知栏|路线偏好|时间最短|5小时33分钟|510公里|红绿灯17个|收费250元|方案2|6小时24分钟|611公里|开始导航|连霍高速因施工封路已为您避开|缩小图面|放大图面|仅供测试
我要到咸阳卓越汽车营,返回|主界面|通知栏|路线偏好|时间最短|5小时33分钟|510公里|红绿灯17个|收费250元|方案2|6小时24分钟|611公里|开始导航|连霍高速因施工封路已为您避开|缩小图面|放大图面|仅供测试
就在汽车站附近,返回|主界面|通知栏|咸阳卓越汽车销售服务有限公司|咸阳市北上召汽车产业园上召路一排二号|华越汽车美容装潢|咸阳市彬县|鸿越汽车销售中心|咸阳市三原县|超越汽车轮胎销售中心|咸阳市杨陵区
选择走高速,返回|主界面|通知栏|咸阳卓越汽车销售服务有限公司|咸阳市北上召汽车产业园上召路一排二号|华越汽车美容装潢|咸阳市彬县|鸿越汽车销售中心|咸阳市三原县|超越汽车轮胎销售中心|咸阳市杨陵区
导航,返回|主界面|通知栏|咸阳卓越汽车销售服务有限公司|咸阳市北上召汽车产业园上召路一排二号|华越汽车美容装潢|咸阳市彬县|鸿越汽车销售中心|咸阳市三原县|超越汽车轮胎销售中心|咸阳市杨陵区
我要去北翟路华江路,返回|主界面|通知栏|定位中|请行驶至开阔地带|永和路|仅供测试
就是北虹路和北翟路,返回|主界面|通知栏|大兜路和仁和仓北弄|杭州市拱墅区|丽水路和仁和仓北弄|仁和仓北弄和大兜路|仁和仓北弄和丽水路|仁和仓北弄和沙河弄
不是北渔路，是北虹路,返回|主界面|通知栏|大兜路和仁和仓北弄|杭州市拱墅区|丽水路和仁和仓北弄|仁和仓北弄和大兜路|仁和仓北弄和丽水路|仁和仓北弄和沙河弄
导航,返回|主界面|通知栏|大兜路和仁和仓北弄|杭州市拱墅区|丽水路和仁和仓北弄|仁和仓北弄和大兜路|仁和仓北弄和丽水路|仁和仓北弄和沙河弄
我要前往康定东路三号三弄,返回|主界面|通知栏|定位中|请行驶至开阔地带|永和路|仅供测试
去东大街85,返回|主界面|通知栏|康定东路|上海城区静安区|环山东路|甘孜藏族自治州康定市|阿迪达斯沿河东路|甘孜藏族自治州沿河东路71号|顺风肥牛沿河东路|甘孜藏族自治州沿河东路5号|雅琳火锅串串沿河东路|甘孜藏族自治州沿河东路66号
搜索东大街附近的停车场,返回|主界面|通知栏|东大街|上海城区松江区|永东大街|上海城区嘉定区|嘉定东大街|汇丰东大街|上海城区金山区|张堰东大街
走最近的路线,返回|主界面|通知栏|停车场和静路|上海城区嘉定区|停车场秦安路|停车场昌吉路|停车场新源路
开始导航,返回|主界面|通知栏|停车场昌吉路|距离31|地址上海城区嘉定区
我想去三家店,返回|主界面|通知栏|缩小图面|放大图面|仅供测试
甘霖电动三轮车幸福人家直营店,返回|主界面|通知栏|凤山家电|温州市建兴东路468号|屿山家电|温州市永建路129号|茗山家电|温州市楠江西路6365号|江山家电超市|温州市江山东路951号5|西山家电制冷维修|温州市瓯海区
走红路灯最少的路线,返回|主界面|通知栏|利友轮胎直营店|温州市莘塍104国道边仙甲段800号|北汽威旺瑞安直营店|温州市瑞安市|风行汽车瑞安直营店|温州市塘下镇岑头村岑头东路92102号|观致汽车瑞安天隆直营店|温州市莘塍镇仙桥北路1号|广汽传祺奔城瑞安直营店|温州市莘塍瑞温公路999号
导航,返回|主界面|通知栏|利友轮胎直营店|温州市莘塍104国道边仙甲段800号|北汽威旺瑞安直营店|温州市瑞安市|风行汽车瑞安直营店|温州市塘下镇岑头村岑头东路92102号|观致汽车瑞安天隆直营店|温州市莘塍镇仙桥北路1号|广汽传祺奔城瑞安直营店|温州市莘塍瑞温公路999号
我要去城东中学,返回|主界面|通知栏|路线偏好|距离最短|4小时48分钟|443公里|红绿灯13个|收费235元|收费较少|5小时|448公里|方案3|5小时30分钟|493公里|开始导航|设置车牌避开上海市外地车限行|缩小图面|放大图面|仅供测试
选择乐清市城东第一中学,返回|主界面|通知栏|城东第一中学|温州市乐清市|城东第二中学|温州市金凤路1号|乐清市城东第一中学|温州市城东街道|城东路|温州市洞头区|温州市文成县
走高速路线,返回|主界面|通知栏|乐清市城东第一中学|距离39|地址温州市城东街道
导航吧,返回|主界面|通知栏|乐清市城东第一中学|距离39|地址温州市城东街道
我想去北洋度假村,返回|主界面|通知栏|加载中
选择第一个,返回|主界面|通知栏|北洋度假村|距离45|地址上海郊县合五公路4077
不是，选第二个,返回|主界面|通知栏|北洋度假村|距离45|地址上海郊县合五公路4077
去距离最近的,返回|主界面|通知栏|北洋度假村|距离45|地址上海郊县合五公路4077
开始导航,返回|主界面|通知栏|北洋度假村|距离45|地址上海郊县合五公路4077
我要去贵阳龙洞堡机场,返回|主界面|通知栏|北洋度假村|距离45|地址上海郊县合五公路4077
去南明区机场路1号,返回|主界面|通知栏|贵阳龙洞堡国际机场|贵阳市机场路1号|贵阳龙洞堡国际机场2号航站楼|贵阳市龙洞堡附近贵阳龙洞堡国际机场|贵阳龙洞堡国际机场1号航站楼
搜索附近的如家酒店,返回|主界面|通知栏|贵阳龙洞堡国际机场|贵阳市机场路1号|贵阳龙洞堡国际机场2号航站楼|贵阳市龙洞堡附近贵阳龙洞堡国际机场|贵阳龙洞堡国际机场1号航站楼
导航,返回|主界面|通知栏|荆门广鑫宾馆|荆门掇刀区象山大道129号|详情下拉图片|荆门文峰宾馆|塔影路12号|荆门家欣宾馆|天鹅路仁爱医院东侧|荆门富都宾馆|荆门东宝区天鹅广场北面|荆门尚客优骏怡连锁酒店|荆门东宝区白云大道105号
动身去星河时代,返回|主界面|通知栏|路线偏好|时间最短|5小时54分钟|551公里|红绿灯11个|收费320元|方案2|6小时6分钟|557公里|距离最短|6小时8分钟|539公里|开始导航|设置车牌避开上海市外地车限行|缩小图面|放大图面|仅供测试
那就去星河蓝湾时代广场,返回|主界面|通知栏|路线偏好|时间最短|5小时54分钟|551公里|红绿灯11个|收费320元|方案2|6小时6分钟|557公里|距离最短|6小时8分钟|539公里|开始导航|设置车牌避开上海市外地车限行|缩小图面|放大图面|仅供测试
我要走耗时少的路线,返回|主界面|通知栏|时代广场|广州市天河区|星河广场|广州市从化区|永泰时代广场|广州市同泰路91|同发时代广场|广州市新造镇|喜来时代广场|广州市龙归长虹村
导航吧,返回|主界面|通知栏|时代广场|广州市天河区|星河广场|广州市从化区|永泰时代广场|广州市同泰路91|同发时代广场|广州市新造镇|喜来时代广场|广州市龙归长虹村
帮我导航到宝胜电缆厂,返回|主界面|通知栏|路线偏好|时间最短|5小时54分钟|551公里|红绿灯11个|收费320元|方案2|6小时6分钟|557公里|距离最短|6小时8分钟|539公里|开始导航|设置车牌避开上海市外地车限行|缩小图面|放大图面|仅供测试
去扬州市凤鸣电缆厂,返回|主界面|通知栏|宝应县宝升电缆厂工会|扬州市宝应县|宝胜电缆城|宝胜电气|扬州市电缆厂|扬州市湾头镇迎宾路8号|宝胜电缆科技城
要走最近的路线,返回|主界面|通知栏|扬州市电缆厂|扬州市湾头镇迎宾路8号|扬州常安电缆厂|扬州市邗江区|扬州东方电缆厂|扬州市东方路27|扬州市华光电缆厂|扬州市高邮市|扬州市斯拜秀电缆厂|扬州市宝应县
开始导航,返回|主界面|通知栏|扬州东方电缆厂|距离55|地址扬州市东方路27
导航到洞口县,返回|主界面|通知栏|加载中
在桔诚西路,返回|主界面|通知栏|洞口县|距离999|地址邵阳市湖南省邵阳市洞口县桔诚西路
搜索桔诚西路附近有名的景点,返回|主界面|通知栏|洞口县|距离999|地址邵阳市湖南省邵阳市洞口县桔诚西路
选择最近,返回|主界面|通知栏|石门景点|温州市乐清市|雁湖景点|红军楼景点|温州市平阳县|仙人硐景点|仙游硐景点
导航开始,返回|主界面|通知栏|石门景点|温州市乐清市|雁湖景点|红军楼景点|温州市平阳县|仙人硐景点|仙游硐景点
我要去六盘山镇,返回|主界面|通知栏|路线偏好|距离最短|2小时54分钟|257公里|红绿灯13个|收费105元|方案2|3小时36分钟|310公里|开始导航|设置车牌避开南京市外地车限行|缩小图面|放大图面|仅供测试
去六盘山镇第一小学,返回|主界面|通知栏|广州市番禺区灵山镇商会|广州市南沙区|番禺区灵山镇中心幼儿园|广州市环城西路48|番禺市莲花山镇水陆运输站|广州市莲花东路75|番禺区灵山镇雁沙村卫生站|广州市番禺区灵山镇国土所
选择一条人少的路线,返回|主界面|通知栏|广州市番禺区灵山镇商会|广州市南沙区|番禺区灵山镇中心幼儿园|广州市环城西路48|番禺市莲花山镇水陆运输站|广州市莲花东路75|番禺区灵山镇雁沙村卫生站|广州市番禺区灵山镇国土所
导航开始吧,返回|主界面|通知栏|广州市番禺区灵山镇商会|距离43|地址广州市南沙区
我要到太极岛水上乐园,返回|主界面|通知栏|加载中
到开心岛儿童水上主题俱乐部,返回|主界面|通知栏|长隆水上乐园|广州市长隆欢乐世界内|黄金海岸水上乐园|广州市滨江东路29|长隆水上乐园正门|水上乐园鹤亭西路|广州市白云区|黄金海岸水上乐园西南门|广州市滨江东路29号
就在工业大道中400-28,返回|主界面|通知栏|开心城堡儿童主题乐园|广州市天河区|开心哈乐室内儿童主题亲子乐园贝贝乐店|广州市番禺区|开心哈乐室内儿童主题亲子乐园西华北直街|广州市宝业路518号醒目仔育才中心2层|国泰俱乐部|广州市海员路119121|东英俱乐部|广州市棠东东南路7号
导航,返回|主界面|通知栏|开心城堡儿童主题乐园|广州市天河区|开心哈乐室内儿童主题亲子乐园贝贝乐店|广州市番禺区|开心哈乐室内儿童主题亲子乐园西华北直街|广州市宝业路518号醒目仔育才中心2层|国泰俱乐部|广州市海员路119121|东英俱乐部|广州市棠东东南路7号
