Time,PID,Name,CPU(%),RSS(B),VMS(B),Threads,Handles
2017-07-22 04:28:14,9756,TestISS-AIUI.exe,0.0,3764224,3497984,NotUsed,NotUsed
2017-07-22 04:28:15,9756,TestISS-AIUI.exe,98.5,104185856,101699584,NotUsed,NotUsed
2017-07-22 04:28:16,9756,TestISS-AIUI.exe,61.0,227848192,233205760,NotUsed,NotUsed
2017-07-22 04:28:17,9756,TestISS-AIUI.exe,51.5,257056768,265236480,NotUsed,NotUsed
2017-07-22 04:28:18,9756,TestISS-AIUI.exe,4.7,265007104,301674496,NotUsed,NotUsed
2017-07-22 04:28:19,9756,TestISS-AIUI.exe,1.5,266772480,301719552,NotUsed,NotUsed
2017-07-22 04:28:20,9756,TestISS-AIUI.exe,0.0,267489280,301719552,NotUsed,NotUsed
2017-07-22 04:28:21,9756,TestISS-AIUI.exe,4.7,268304384,301780992,NotUsed,NotUsed
2017-07-22 04:28:22,9756,TestISS-AIUI.exe,1.6,268951552,301780992,NotUsed,NotUsed
2017-07-22 04:28:23,9756,TestISS-AIUI.exe,4.7,270209024,301780992,NotUsed,NotUsed
2017-07-22 04:28:24,9756,TestISS-AIUI.exe,6.3,271097856,301780992,NotUsed,NotUsed
2017-07-22 04:28:25,9756,TestISS-AIUI.exe,35.4,255397888,263008256,NotUsed,NotUsed
2017-07-22 04:28:26,9756,TestISS-AIUI.exe,1.6,255406080,263008256,NotUsed,NotUsed
2017-07-22 04:28:27,9756,TestISS-AIUI.exe,0.0,255406080,263008256,NotUsed,NotUsed
2017-07-22 04:28:28,9756,TestISS-AIUI.exe,0.0,255406080,263008256,NotUsed,NotUsed
2017-07-22 04:28:29,9756,TestISS-AIUI.exe,0.0,255406080,263008256,NotUsed,NotUsed
2017-07-22 04:28:30,9756,TestISS-AIUI.exe,0.0,255094784,261603328,NotUsed,NotUsed
2017-07-22 04:28:31,9756,TestISS-AIUI.exe,68.8,275165184,302759936,NotUsed,NotUsed
2017-07-22 04:28:32,9756,TestISS-AIUI.exe,45.3,256811008,263716864,NotUsed,NotUsed
2017-07-22 04:28:33,9756,TestISS-AIUI.exe,0.0,256811008,263716864,NotUsed,NotUsed
2017-07-22 04:28:34,9756,TestISS-AIUI.exe,0.0,256811008,263716864,NotUsed,NotUsed
2017-07-22 04:28:35,9756,TestISS-AIUI.exe,0.0,256811008,263716864,NotUsed,NotUsed
2017-07-22 04:28:36,9756,TestISS-AIUI.exe,0.0,256811008,263716864,NotUsed,NotUsed
2017-07-22 04:28:37,9756,TestISS-AIUI.exe,52.3,258793472,265687040,NotUsed,NotUsed
2017-07-22 04:28:38,9756,TestISS-AIUI.exe,87.4,258375680,265388032,NotUsed,NotUsed
2017-07-22 04:28:39,9756,TestISS-AIUI.exe,3.1,258670592,265682944,NotUsed,NotUsed
2017-07-22 04:28:40,9756,TestISS-AIUI.exe,0.0,258670592,265682944,NotUsed,NotUsed
2017-07-22 04:28:41,9756,TestISS-AIUI.exe,0.0,258670592,265682944,NotUsed,NotUsed
2017-07-22 04:28:42,9756,TestISS-AIUI.exe,0.0,258670592,265682944,NotUsed,NotUsed
2017-07-22 04:28:43,9756,TestISS-AIUI.exe,0.0,258670592,265682944,NotUsed,NotUsed
2017-07-22 04:28:44,9756,TestISS-AIUI.exe,93.7,263323648,301568000,NotUsed,NotUsed
2017-07-22 04:28:45,9756,TestISS-AIUI.exe,86.0,260059136,266776576,NotUsed,NotUsed
2017-07-22 04:28:46,9756,TestISS-AIUI.exe,4.7,260362240,267079680,NotUsed,NotUsed
2017-07-22 04:28:47,9756,TestISS-AIUI.exe,0.0,260362240,267079680,NotUsed,NotUsed
2017-07-22 04:28:48,9756,TestISS-AIUI.exe,0.0,260362240,267079680,NotUsed,NotUsed
2017-07-22 04:28:49,9756,TestISS-AIUI.exe,0.0,260362240,267079680,NotUsed,NotUsed
2017-07-22 04:28:50,9756,TestISS-AIUI.exe,0.0,260362240,267079680,NotUsed,NotUsed
2017-07-22 04:28:51,9756,TestISS-AIUI.exe,93.8,262533120,268939264,NotUsed,NotUsed
2017-07-22 04:28:52,9756,TestISS-AIUI.exe,96.8,290209792,297185280,NotUsed,NotUsed
2017-07-22 04:28:53,9756,TestISS-AIUI.exe,40.6,261922816,268644352,NotUsed,NotUsed
2017-07-22 04:28:54,9756,TestISS-AIUI.exe,0.0,261922816,268644352,NotUsed,NotUsed
2017-07-22 04:28:55,9756,TestISS-AIUI.exe,0.0,261922816,268644352,NotUsed,NotUsed
2017-07-22 04:28:56,9756,TestISS-AIUI.exe,0.0,261922816,268644352,NotUsed,NotUsed
2017-07-22 04:28:57,9756,TestISS-AIUI.exe,0.0,261922816,268644352,NotUsed,NotUsed
2017-07-22 04:28:58,9756,TestISS-AIUI.exe,46.8,263876608,270860288,NotUsed,NotUsed
2017-07-22 04:28:59,9756,TestISS-AIUI.exe,100.0,267264000,305352704,NotUsed,NotUsed
2017-07-22 04:29:00,9756,TestISS-AIUI.exe,95.4,308477952,316538880,NotUsed,NotUsed
2017-07-22 04:29:01,9756,TestISS-AIUI.exe,43.7,264036352,271073280,NotUsed,NotUsed
2017-07-22 04:29:02,9756,TestISS-AIUI.exe,0.0,264036352,271073280,NotUsed,NotUsed
2017-07-22 04:29:03,9756,TestISS-AIUI.exe,0.0,264036352,271073280,NotUsed,NotUsed
2017-07-22 04:29:04,9756,TestISS-AIUI.exe,0.0,264036352,271073280,NotUsed,NotUsed
2017-07-22 04:29:05,9756,TestISS-AIUI.exe,0.0,264085504,271486976,NotUsed,NotUsed
2017-07-22 04:29:06,9756,TestISS-AIUI.exe,48.5,265404416,272867328,NotUsed,NotUsed
2017-07-22 04:29:07,9756,TestISS-AIUI.exe,99.9,268156928,274776064,NotUsed,NotUsed
2017-07-22 04:29:08,9756,TestISS-AIUI.exe,100.0,270110720,308826112,NotUsed,NotUsed
2017-07-22 04:29:09,9756,TestISS-AIUI.exe,96.8,284762112,313323520,NotUsed,NotUsed
2017-07-22 04:29:10,9756,TestISS-AIUI.exe,95.4,285995008,298242048,NotUsed,NotUsed
2017-07-22 04:29:11,9756,TestISS-AIUI.exe,75.0,270184448,277639168,NotUsed,NotUsed
2017-07-22 04:29:12,9756,TestISS-AIUI.exe,0.0,270184448,277639168,NotUsed,NotUsed
2017-07-22 04:29:13,9756,TestISS-AIUI.exe,0.0,270184448,277639168,NotUsed,NotUsed
2017-07-22 04:29:14,9756,TestISS-AIUI.exe,0.0,270184448,277639168,NotUsed,NotUsed
2017-07-22 04:29:15,9756,TestISS-AIUI.exe,1.6,270188544,277639168,NotUsed,NotUsed
2017-07-22 04:29:16,9756,TestISS-AIUI.exe,14.1,271429632,278884352,NotUsed,NotUsed
2017-07-22 04:29:17,9756,TestISS-AIUI.exe,106.2,273387520,281526272,NotUsed,NotUsed
2017-07-22 04:29:18,9756,TestISS-AIUI.exe,100.0,278245376,285392896,NotUsed,NotUsed
2017-07-22 04:29:19,9756,TestISS-AIUI.exe,100.0,278994944,285925376,NotUsed,NotUsed
2017-07-22 04:29:20,9756,TestISS-AIUI.exe,99.9,277753856,316354560,NotUsed,NotUsed
2017-07-22 04:29:21,9756,TestISS-AIUI.exe,100.0,277835776,316387328,NotUsed,NotUsed
2017-07-22 04:29:22,9756,TestISS-AIUI.exe,98.5,277893120,316444672,NotUsed,NotUsed
2017-07-22 04:29:23,9756,TestISS-AIUI.exe,98.4,278032384,316624896,NotUsed,NotUsed
2017-07-22 04:29:24,9756,TestISS-AIUI.exe,100.0,278048768,316624896,NotUsed,NotUsed
2017-07-22 04:29:25,9756,TestISS-AIUI.exe,100.0,289177600,321306624,NotUsed,NotUsed
2017-07-22 04:29:26,9756,TestISS-AIUI.exe,99.9,277569536,284573696,NotUsed,NotUsed
2017-07-22 04:29:27,9756,TestISS-AIUI.exe,96.9,308346880,323657728,NotUsed,NotUsed
2017-07-22 04:29:28,9756,TestISS-AIUI.exe,98.4,282308608,289640448,NotUsed,NotUsed
2017-07-22 04:29:29,9756,TestISS-AIUI.exe,20.3,278687744,286289920,NotUsed,NotUsed
2017-07-22 04:29:30,9756,TestISS-AIUI.exe,0.0,278687744,286289920,NotUsed,NotUsed
2017-07-22 04:29:31,9756,TestISS-AIUI.exe,0.0,278687744,286289920,NotUsed,NotUsed
2017-07-22 04:29:32,9756,TestISS-AIUI.exe,0.0,278687744,286289920,NotUsed,NotUsed
2017-07-22 04:29:33,9756,TestISS-AIUI.exe,0.0,278687744,286289920,NotUsed,NotUsed
2017-07-22 04:29:34,9756,TestISS-AIUI.exe,78.1,285298688,292376576,NotUsed,NotUsed
2017-07-22 04:29:35,9756,TestISS-AIUI.exe,104.7,283164672,291471360,NotUsed,NotUsed
2017-07-22 04:29:36,9756,TestISS-AIUI.exe,100.0,290119680,297598976,NotUsed,NotUsed
2017-07-22 04:29:37,9756,TestISS-AIUI.exe,100.0,290791424,298221568,NotUsed,NotUsed
2017-07-22 04:29:38,9756,TestISS-AIUI.exe,99.9,291573760,298942464,NotUsed,NotUsed
2017-07-22 04:29:39,9756,TestISS-AIUI.exe,100.0,286466048,326090752,NotUsed,NotUsed
2017-07-22 04:29:40,9756,TestISS-AIUI.exe,99.9,286793728,326447104,NotUsed,NotUsed
2017-07-22 04:29:41,9756,TestISS-AIUI.exe,100.0,286818304,326447104,NotUsed,NotUsed
2017-07-22 04:29:42,9756,TestISS-AIUI.exe,99.9,287019008,326688768,NotUsed,NotUsed
2017-07-22 04:29:43,9756,TestISS-AIUI.exe,100.0,287035392,326688768,NotUsed,NotUsed
2017-07-22 04:29:44,9756,TestISS-AIUI.exe,100.0,287051776,326688768,NotUsed,NotUsed
2017-07-22 04:29:45,9756,TestISS-AIUI.exe,99.9,287072256,326688768,NotUsed,NotUsed
2017-07-22 04:29:46,9756,TestISS-AIUI.exe,100.0,287461376,327122944,NotUsed,NotUsed
2017-07-22 04:29:47,9756,TestISS-AIUI.exe,100.0,287477760,327122944,NotUsed,NotUsed
2017-07-22 04:29:48,9756,TestISS-AIUI.exe,99.9,287490048,327122944,NotUsed,NotUsed
2017-07-22 04:29:49,9756,TestISS-AIUI.exe,100.0,287502336,327122944,NotUsed,NotUsed
2017-07-22 04:29:50,9756,TestISS-AIUI.exe,100.0,287506432,327122944,NotUsed,NotUsed
2017-07-22 04:29:51,9756,TestISS-AIUI.exe,99.9,303505408,332980224,NotUsed,NotUsed
2017-07-22 04:29:52,9756,TestISS-AIUI.exe,95.4,304447488,333168640,NotUsed,NotUsed
2017-07-22 04:29:53,9756,TestISS-AIUI.exe,81.2,286396416,293986304,NotUsed,NotUsed
2017-07-22 04:29:54,9756,TestISS-AIUI.exe,100.0,313782272,322785280,NotUsed,NotUsed
2017-07-22 04:29:55,9756,TestISS-AIUI.exe,98.5,391405568,404410368,NotUsed,NotUsed
2017-07-22 04:29:56,9756,TestISS-AIUI.exe,98.5,302403584,310026240,NotUsed,NotUsed
2017-07-22 04:29:57,9756,TestISS-AIUI.exe,15.6,291655680,299266048,NotUsed,NotUsed
2017-07-22 04:29:58,9756,TestISS-AIUI.exe,0.0,291655680,299266048,NotUsed,NotUsed
2017-07-22 04:29:59,9756,TestISS-AIUI.exe,0.0,291655680,299266048,NotUsed,NotUsed
2017-07-22 04:30:00,9756,TestISS-AIUI.exe,0.0,291655680,299266048,NotUsed,NotUsed
2017-07-22 04:30:01,9756,TestISS-AIUI.exe,0.0,291655680,299266048,NotUsed,NotUsed
2017-07-22 04:30:02,9756,TestISS-AIUI.exe,14.1,291819520,299597824,NotUsed,NotUsed
2017-07-22 04:30:03,9756,TestISS-AIUI.exe,3.1,291844096,299622400,NotUsed,NotUsed
2017-07-22 04:30:04,9756,TestISS-AIUI.exe,0.0,291844096,299622400,NotUsed,NotUsed
2017-07-22 04:30:05,9756,TestISS-AIUI.exe,0.0,291844096,299622400,NotUsed,NotUsed
2017-07-22 04:30:06,9756,TestISS-AIUI.exe,0.0,291844096,299622400,NotUsed,NotUsed
2017-07-22 04:30:07,9756,TestISS-AIUI.exe,0.0,291844096,299622400,NotUsed,NotUsed
2017-07-22 04:30:08,9756,TestISS-AIUI.exe,23.4,292237312,299728896,NotUsed,NotUsed
2017-07-22 04:30:09,9756,TestISS-AIUI.exe,0.0,292237312,299728896,NotUsed,NotUsed
2017-07-22 04:30:10,9756,TestISS-AIUI.exe,0.0,292237312,299728896,NotUsed,NotUsed
2017-07-22 04:30:11,9756,TestISS-AIUI.exe,0.0,292237312,299728896,NotUsed,NotUsed
2017-07-22 04:30:12,9756,TestISS-AIUI.exe,0.0,292237312,299728896,NotUsed,NotUsed
2017-07-22 04:30:13,9756,TestISS-AIUI.exe,29.7,291819520,299876352,NotUsed,NotUsed
2017-07-22 04:30:14,9756,TestISS-AIUI.exe,14.1,290217984,297570304,NotUsed,NotUsed
2017-07-22 04:30:15,9756,TestISS-AIUI.exe,0.0,290254848,297623552,NotUsed,NotUsed
2017-07-22 04:30:16,9756,TestISS-AIUI.exe,0.0,290254848,297623552,NotUsed,NotUsed
2017-07-22 04:30:17,9756,TestISS-AIUI.exe,0.0,290254848,297623552,NotUsed,NotUsed
2017-07-22 04:30:18,9756,TestISS-AIUI.exe,0.0,290254848,297623552,NotUsed,NotUsed
2017-07-22 04:30:19,9756,TestISS-AIUI.exe,45.3,290246656,297619456,NotUsed,NotUsed
2017-07-22 04:30:20,9756,TestISS-AIUI.exe,0.0,290246656,297619456,NotUsed,NotUsed
2017-07-22 04:30:21,9756,TestISS-AIUI.exe,0.0,290246656,297619456,NotUsed,NotUsed
2017-07-22 04:30:22,9756,TestISS-AIUI.exe,0.0,290246656,297619456,NotUsed,NotUsed
2017-07-22 04:30:23,9756,TestISS-AIUI.exe,0.0,290246656,297619456,NotUsed,NotUsed
2017-07-22 04:30:24,9756,TestISS-AIUI.exe,4.7,293277696,301072384,NotUsed,NotUsed
2017-07-22 04:30:25,9756,TestISS-AIUI.exe,60.0,290705408,298520576,NotUsed,NotUsed
2017-07-22 04:30:26,9756,TestISS-AIUI.exe,0.0,290705408,298520576,NotUsed,NotUsed
2017-07-22 04:30:27,9756,TestISS-AIUI.exe,0.0,290705408,298520576,NotUsed,NotUsed
2017-07-22 04:30:28,9756,TestISS-AIUI.exe,0.0,290705408,298520576,NotUsed,NotUsed
2017-07-22 04:30:29,9756,TestISS-AIUI.exe,0.0,290705408,298520576,NotUsed,NotUsed
2017-07-22 04:30:30,9756,TestISS-AIUI.exe,25.0,292716544,300687360,NotUsed,NotUsed
2017-07-22 04:30:31,9756,TestISS-AIUI.exe,49.2,291303424,299380736,NotUsed,NotUsed
2017-07-22 04:30:32,9756,TestISS-AIUI.exe,0.0,291303424,299380736,NotUsed,NotUsed
2017-07-22 04:30:33,9756,TestISS-AIUI.exe,0.0,291303424,299380736,NotUsed,NotUsed
2017-07-22 04:30:34,9756,TestISS-AIUI.exe,0.0,291303424,299380736,NotUsed,NotUsed
2017-07-22 04:30:35,9756,TestISS-AIUI.exe,0.0,291303424,299380736,NotUsed,NotUsed
2017-07-22 04:30:36,9756,TestISS-AIUI.exe,28.1,297062400,305414144,NotUsed,NotUsed
2017-07-22 04:30:37,9756,TestISS-AIUI.exe,100.0,302317568,309735424,NotUsed,NotUsed
2017-07-22 04:30:38,9756,TestISS-AIUI.exe,18.5,291287040,300453888,NotUsed,NotUsed
2017-07-22 04:30:39,9756,TestISS-AIUI.exe,0.0,291287040,300453888,NotUsed,NotUsed
2017-07-22 04:30:40,9756,TestISS-AIUI.exe,0.0,291287040,300453888,NotUsed,NotUsed
2017-07-22 04:30:41,9756,TestISS-AIUI.exe,0.0,291287040,300453888,NotUsed,NotUsed
2017-07-22 04:30:42,9756,TestISS-AIUI.exe,0.0,291287040,300453888,NotUsed,NotUsed
2017-07-22 04:30:43,9756,TestISS-AIUI.exe,62.5,304279552,314322944,NotUsed,NotUsed
2017-07-22 04:30:44,9756,TestISS-AIUI.exe,99.9,309612544,317034496,NotUsed,NotUsed
2017-07-22 04:30:45,9756,TestISS-AIUI.exe,53.8,290361344,298455040,NotUsed,NotUsed
2017-07-22 04:30:46,9756,TestISS-AIUI.exe,0.0,290365440,298455040,NotUsed,NotUsed
2017-07-22 04:30:47,9756,TestISS-AIUI.exe,0.0,290365440,298455040,NotUsed,NotUsed
2017-07-22 04:30:48,9756,TestISS-AIUI.exe,0.0,290365440,298455040,NotUsed,NotUsed
2017-07-22 04:30:49,9756,TestISS-AIUI.exe,0.0,290365440,298455040,NotUsed,NotUsed
2017-07-22 04:30:50,9756,TestISS-AIUI.exe,12.5,139419648,134053888,NotUsed,NotUsed
2017-07-22 04:30:51,9756,TestISS-AIUI.exe,3.1,138706944,132440064,NotUsed,NotUsed
2017-07-22 04:30:52,9756,TestISS-AIUI.exe,0.0,138649600,132333568,NotUsed,NotUsed
